StoreNumber,Store,Street,City,State,Zip,Latitude,Longitude
4166802,Dominos,8486 East Broadway,Tucson,AZ,85710,32.2165669,-110.8195292
4166783,Dominos,1065 N Garland Ave,Fayetteville,AR,72701,36.0625795,-94.1574263
4166774,Dominos,2508 Stadium Blvd.,Jonesboro,AR,72401,35.8139122,-90.6652084
4166770,Dominos,8822 Stagecoach Rd,Little Rock,AR,72210,34.7151821,-92.5098914
4167351,Dominos,2745 Hillcrest Ave,Antioch,CA,94509,38.0049214,-121.805789
4167348,Dominos,12210 Artesia Blvd,Artesia,CA,90701,33.8658484,-118.0831212
4167333,Dominos,9353 Alondra Blvd.,Bellflower,CA,90706,33.889119,-118.1252758
4167277,Dominos,826 N Glendora Ave,Covina,CA,91724,34.0858034,-117.8604472
4167252,Dominos,120 E. Lincoln Ave,Escondido,CA,92025,33.1192068,-117.086421
4167150,Dominos,1740 S. Hoover St.,Los Angeles,CA,90006,34.0442153,-118.2947382
4167171,Dominos,270 S Rampart Blvd,Los Angeles,CA,90057,34.0664093,-118.2782012
4167153,Dominos,3631 Crenshaw Blvd,Los Angeles,CA,90016,34.0181993,-118.3403506
4167173,Dominos,520 West Avenue 26,Los Angeles,CA,90065,34.0842586,-118.2231808
4167152,Dominos,740 S.Olive Street,Los Angeles,CA,90013,33.7369209,-118.2809132
4167144,Dominos,1934 Meridian Blvd,Mammoth Lakes,CA,93546,37.648546,-118.972079
4167117,Dominos,1036 E Broadway St,Needles,CA,92363,34.8480597,-114.6141315
4167109,Dominos,10948 Imperial Hwy,Norwalk,CA,90650,33.9080252,-118.0993085
4167104,Dominos,3807-G Main Street,Oakley,CA,94561,37.9974219,-121.7124536
4167090,Dominos,1137 S Oxnard blvd,Oxnard,CA,93033,34.1599885,-119.1274334
4167030,Dominos,3417 El Camino Ave,Sacramento,CA,95821,38.6258567,-121.3884671
4166967,Dominos,449 Stony Point Rd,Santa Rosa,CA,95401,38.4403486,-122.7446731
4166963,Dominos,4467 Van Nuys Blvd,Sherman Oaks,CA,91403,34.1423899,-118.4571974
4166956,Dominos,9321 N Thornton Rd,Stockton,CA,95209,38.0336706,-121.3465265
4166953,Dominos,11674 Ventura Blvd,Studio City,CA,91604,34.1410722,-118.3871384
4166934,Dominos,7213 Foothill Blvd,Tujunga,CA,91042,34.2489238,-118.2889125
4166922,Dominos,1017 N Ventura Ave,Ventura,CA,93003,34.274646,-119.2290316
4166905,Dominos,10807 Beverly Blvd,Whittier,CA,90601,33.9985933,-118.0548285
4167443,Dominos,330 North Wahsatch,Colorado Springs,CO,80903,38.8413423,-104.8162784
4167436,Dominos,2917 West 38th Ave,Denver,CO,80202,39.7392358,-104.990251
4167418,Dominos,401 E. Main Street,Florence,CO,81226,38.3902777,-105.1185988
4167403,Dominos,297 N. Highway 287,Lafayette,CO,80026,40.0047501,-105.1021457
4167379,Dominos,150 E Rainbow Blvd,Salida,CO,81201,38.5347193,-105.9989022
4167867,Dominos,316 Havendale Blvd,Auburndale,FL,33823,28.0652975,-81.7886906
4167831,Dominos,1049 S Ferdon Blvd,Crestview,FL,32536,30.7541808,-86.5727995
4167827,Dominos,211 N Atlantic Ave,Daytona Beach,FL,32114,29.2108147,-81.0228331
4167818,Dominos,3502 N Access Road,Englewood,FL,34224,26.9620053,-82.3525952
4167817,Dominos,3502 N Access Road,Englewood,FL,34224,26.9620053,-82.3525952
4167803,Dominos,3112 Cleveland Ave,Fort Myers,FL,33901,26.6235485,-81.8770671
4167883,Dominos,6631 Orion Dr.#109,Ft. Myers,FL,61705,40.4952236,-89.0939335
4167746,Dominos,6548 Lake Worth Rd,Lake Worth,FL,33467,26.5861576,-80.1763467
4167744,Dominos,1709 Shepherd Road,Lakeland,FL,33811,27.9852231,-82.008014
4167731,Dominos,1616-1618 Ohio Ave,Lynn Haven,FL,32444,30.2454776,-85.648261
4167690,Dominos,4800 Bayline Drive,North Fort Myers,FL,33917,26.6672935,-81.8800861
4167679,Dominos,2487 S Volusia Ave,Orange City,FL,32763,28.9488761,-81.2986741
4167880,Dominos,343 W Granada Blvd,Ormond Beach,FL,32174,29.2858129,-81.0558894
4167653,Dominos,4700 Babcock St NE,Palm Bay,FL,32905,28.0277333,-80.6219149
4167602,Dominos,8539 S Tamiami Trl,Sarasota,FL,34238,27.0869148,-82.4299574
4167562,Dominos,537 US 41 Bypass N,Venice,FL,34285,27.1072052,-82.4390134
4167548,Dominos,96118 lofton sq ct,Yulee,FL,32097,30.6359093,-81.6414443
4167949,Dominos,4437 Columbus Road,Macon,GA,31206,32.81861,-83.7277089
4168129,Dominos,10396 Fairview Ave,Boise,ID,83704,43.6320897,-116.2863998
4168116,Dominos,1701 W Cherry Lane,Meridian,ID,83642,43.5621813,-116.3938349
4168272,Dominos,358 N Schmidt Road,Bolingbrook,IL,60440,41.7189758,-88.0426686
4168289,Dominos,3336 N. Harlem Ave,Chicago,IL,60604,41.8781136,-87.6297982
4168233,Dominos,1948 E Eldorado St,Decatur,IL,62521,39.8403147,-88.9548001
4168230,Dominos,655 E Sibley Blvd.,Dolton,IL,60419,41.6389236,-87.607268
4168220,Dominos,65 S US Highway 12,Fox Lake,IL,60020,42.3940814,-88.1730427
4168216,Dominos,1410 Waukegan Road,Glenview,IL,60025,42.0723953,-87.8205864
4168210,Dominos,5650 Manchester Dr,Gurnee,IL,60031,42.352989,-87.95138
4168174,Dominos,1022 Waukegan Road,Northbrook,IL,60062,42.1164328,-87.8292805
4168157,Dominos,308 W Rollins Road,Round Lake Beach,IL,60073,42.3435897,-88.0971314
4168144,Dominos,694 N Berwick Blvd,Waukegan,IL,60085,42.3470843,-87.855796
4168141,Dominos,619 W Roosevelt Rd,Wheaton,IL,60187,41.8589379,-88.1159146
4168136,Dominos,1785 Marketview Dr,Yorkville,IL,60560,41.6261594,-88.4486533
4168351,Dominos,600 N Weinbach Ave,Evansville,IN,47711,37.9715592,-87.5710898
4168345,Dominos,1211 N Madison Ave,Greenwood,IN,46142,39.6196709,-86.1650024
4168097,Dominos,2200 159th St #100,Clive,IA,50325,44.9154566,-91.349319
4168465,Dominos,1785 Patrick Drive,Burlington,KY,41005,39.02756,-84.7241133
4168454,Dominos,90 Alexandria Pike,Fort Thomas,KY,41075,39.0750607,-84.4471633
4168432,Dominos,3900 7th Street Rd,Louisville,KY,40216,38.168195,-85.7793529
4168431,Dominos,5219 Dixie Highway,Louisville,KY,40216,38.1903228,-85.8383857
4168430,Dominos,6803 Southside Dr.,Louisville,KY,40214,38.1396979,-85.7539211
4168412,Dominos,1812 S Main Street,Paris,KY,40361,38.2097987,-84.2529869
4168484,Dominos,2170 W. Gause Blvd,Slidell,LA,70460,30.2751945,-89.7811745
4168681,Dominos,Pope Rd & Great Rd,Acton,MA,1720,36.7714538,-86.3236883
4168665,Dominos,1289 S Main Street,Brockton,MA,2301,42.0834335,-71.0183787
4168632,Dominos,775 Eastern Avenue,Malden,MA,2148,42.4274514,-71.0685959
4168613,Dominos,1023 Washington St,Norwood,MA,2062,42.1787555,-71.1923828
4168588,Dominos,790 Liberty Street,Springfield,MA,1104,42.1341459,-72.5707614
4168582,Dominos,111 Arsenal Street,Watertown,MA,2472,42.3709299,-71.1828321
4168845,Dominos,1019 E. State Road,Lansing,MI,48906,42.7842327,-84.5746243
4168847,Dominos,4800 W Saginaw Hwy,Lansing,MI,48933,42.732535,-84.5555347
4168832,Dominos,4661-B Okemos Road,Okemos,MI,48864,42.722257,-84.4274744
4169002,Dominos,1058 Enterprise Dr,Belle Plaine,MN,56011,44.6230409,-93.7684042
4168962,Dominos,6635 Cahill Avenue,Inver Grove Heights,MN,55076,44.8480218,-93.0427153
4168950,Dominos,9723 Lyndale Ave S,Minneapolis,MN,55420,44.8365032,-93.2734517
4168937,Dominos,2330 Wilshire Blvd,Mound,MN,55364,44.9280311,-93.6458708
4168936,Dominos,2548 Highway 10 Ne,Moundsview,MN,55112,45.0766457,-93.2015176
4168925,Dominos,114 Rum River Dr S,Princeton,MN,55371,45.569965,-93.5816278
4168910,Dominos,477 Saint Peter St,Saint Paul,MN,55102,44.9343827,-93.1127413
4169127,Dominos,14764 Clayton Road,Ballwin,MO,63011,38.5950532,-90.5462339
4169115,Dominos,1307 Washington St,Chillicothe,MO,64601,39.7952946,-93.5524358
4169075,Dominos,2148 Mckelvey Road,Maryland Heights,MO,63043,38.7147199,-90.4504533
4169029,Dominos,1430 N 13th Street,St. Louis,MO,63106,38.642626,-90.1942198
4169587,Dominos,325 State Route 10,East Hanover,NJ,7936,40.8135401,-74.3646122
4169582,Dominos,135 State Route 27,Edison,NJ,8820,40.5757563,-74.3548452
4169540,Dominos,1003 Bergen Street,Newark,NJ,7112,40.709331,-74.207082
4169528,Dominos,504 Van Houten Ave,Passaic,NJ,7055,40.8597746,-74.1298684
4169500,Dominos,807 S Olden Avenue,Trenton,NJ,8610,40.2162156,-74.7296791
4169659,Dominos,1127 Alameda Blvd.,Albuquerque,NM,87114,35.1944416,-106.6352667
4169663,Dominos,800 G Juan Tabo NE,Albuquerque,NM,87123,35.0498998,-106.4759262
4169629,Dominos,2415 Southern Blvd,Rio Rancho,NM,87124,35.2327544,-106.6630437
4169828,Dominos,Pike Plaza Route 6,Cortlandt Manor,NY,10567,41.2804112,-73.8714752
4169820,Dominos,108 Washington Ave,Endicott,NY,13760,42.098408,-76.0493684
4169795,Dominos,122 Baldwin Street,Johnson City,NY,13790,42.1156308,-75.9588092
4169755,Dominos,2900 Long Beach Rd,Oceanside,NY,11572,40.6387141,-73.6401296
4169750,Dominos,179 Medford Avenue,Patchogue,NY,11772,40.7659783,-73.019343
4169734,Dominos,113 Erie Blvd West,Rome,NY,13440,43.2128473,-75.4557303
4169411,Dominos,107 N Honeycutt St,Benson,NC,27504,35.3821067,-78.548621
4169379,Dominos,304 Northeast Blvd,Clinton,NC,28328,34.9653665,-78.3496848
4169351,Dominos,735 US HWY 70 East,Garner,NC,27529,35.7112642,-78.6141709
4169430,Dominos,900-B N Spence Ave,Goldsboro,NC,27530,35.3848841,-77.9927651
4169346,Dominos,4411 High Point Rd,Greensboro,NC,27407,36.0175027,-79.8632834
4169326,Dominos,100 Springstone Dr,Holly Springs,NC,27540,35.6512655,-78.8336218
4169320,Dominos,114A West Main St.,Jamestown,NC,27282,35.9927795,-79.9466106
4169266,Dominos,2658 S Saunders St,Raleigh,NC,27603,35.745672,-78.6493463
4169210,Dominos,7821 N. Point Blvd,Winston-Salem,NC,27106,36.1412574,-80.2756418
4170012,Dominos,1258 Kauffman Road,Fairborn,OH,45324,39.8208925,-84.0193789
4170093,Dominos,998-A NC HWY 150 W,Summerfield,OH,43788,39.7967389,-81.3359494
4169903,Dominos,7357 State Route 3,Westerville,OH,43082,40.1261743,-82.9290696
4170147,Dominos,4100 SE Adams Road,Bartlesville,OK,74006,36.7473114,-95.9808179
4170128,Dominos,7743 W Hefner Road,Oklahoma City,OK,73162,35.5796385,-97.6562281
4170114,Dominos,1524 N Boomer Road,Stillwater,OK,74075,36.1398612,-97.063803
4170194,Dominos,115 E Highland Ave,Hermiston,OR,97838,45.8404101,-119.2894605
4170361,Dominos,1121 Northern Blvd,Clarks Summit,PA,18411,41.4886892,-75.7085248
4170338,Dominos,108 N Reading Road,Ephrata,PA,17522,40.1798165,-76.1788391
4170304,Dominos,733 S Broad Street,Lititz,PA,17543,40.1573169,-76.3069014
4170299,Dominos,6391 Carlisle Pike,Mechanicsburg,PA,17050,40.2142565,-77.0085876
4170274,Dominos,8914 Frankford Ave,Philadelphia,PA,19136,40.035837,-75.0202247
4170228,Dominos,293 East Street Rd,Warminster,PA,18974,40.1950577,-75.0889011
4170216,Dominos,350 S Richland Ave,York,PA,17404,40.005718,-76.7682775
4170492,Dominos,6315 N Main Street,Columbia,SC,29203,34.0012162,-81.0270492
4170475,Dominos,474-A Bypass 72 NW,Greenwood,SC,29649,34.2453437,-82.1387233
4170513,Dominos,1216 N Main Street,Summerville,SC,29483,33.0185039,-80.1756481
4170641,Dominos,8644 E Brainerd Rd,Chattanooga,TN,37421,35.041539,-85.1583064
4170663,Dominos,5730 Highway 58 #C,Harrison,TN,37341,35.111505,-85.135992
4170604,Dominos,3077 Fort Henry Dr,Kingsport,TN,37664,36.5147965,-82.5194049
4170565,Dominos,1515 Warrior Drive,Murfreesboro,TN,37128,35.81539,-86.410169
4171095,Dominos,1916 Baird Farm Rd,Arlington,TX,76011,32.7650605,-97.0857632
4171078,Dominos,1900 Guadalupe Ave,Austin,TX,78705,30.2961708,-97.7389543
4171139,Dominos,5600 Highway 431 S,Brownsboro,TX,75756,32.3023706,-95.6135715
4171030,Dominos,2749 South Staples,Corpus Christi,TX,78404,27.767874,-97.4002872
4171027,Dominos,12000 Hwy 380 #110,Crossroads,TX,76227,44.273397,-120.7932249
4171011,Dominos,11500 Jupiter Road,Dallas,TX,75218,32.8506625,-96.6827133
4171134,Dominos,1230 A Rose Street,Elgin,TX,78621,30.3496528,-97.3702735
4170966,Dominos,2424 Seawall Blvd.,Galveston,TX,77550,29.288634,-94.7900003
4170923,Dominos,10766 S Gessner Dr,Houston,TX,77071,29.6451476,-95.5249863
4170924,Dominos,12318 Beechnut Rd.,Houston,TX,77072,29.6994351,-95.5960401
4170909,Dominos,5361 W Bellfort St,Houston,TX,77035,29.6464527,-95.4935119
4170915,Dominos,5757 Westheimer Rd,Houston,TX,77057,29.7503969,-95.4935119
4170876,Dominos,807 Keller Parkway,Keller,TX,76248,32.9259646,-97.2329255
4170858,Dominos,3911 Loop 20 Ste 2,Laredo,TX,78043,27.5455097,-99.2563859
4170842,Dominos,5407 4th St Unit A,Lubbock,TX,79416,33.6036178,-101.9690458
4170825,Dominos,4519 N Garfield St,Midland,TX,79705,32.0245282,-102.108632
4170813,Dominos,1404 Nederland Ave,Nederland,TX,77627,29.968867,-93.9850109
4170702,Dominos,2730 Richmond Road,Texarkana,TX,75503,33.425125,-94.0476882
4170693,Dominos,2921 Pat Booker Rd,Universal City,TX,78148,29.5480071,-98.2911235
4171150,Dominos,1 West Main Street,Tremonton,UT,84337,41.7056732,-112.165881
4171378,Dominos,650 US 31 W Bypass,Bowling Green,VA,22427,38.0495789,-77.3466468
4171293,Dominos,840 Warrenton Road,Fredericksburg,VA,22406,38.3836812,-77.5390127
4171242,Dominos,111 N Belvidere St,Richmond,VA,23220,37.5476,-77.4479938
4171236,Dominos,130 Cedar Grove Rd,Ruckersville,VA,22968,38.2331915,-78.3688833
4171352,Dominos,540 E Constance RD,Suffolk,VA,23434,36.7282054,-76.5835621
4171199,Dominos,724 Berryville Ave,Winchester,VA,22601,39.1856597,-78.1633341
4171349,Dominos,1395 Old Bridge Rd,Woodbridge,VA,22192,38.682399,-77.295037
4171477,Dominos,7601 Evergreen Way,Everett,WA,98203,47.9417388,-122.2334664
4171449,Dominos,1600 E College Way,Mount Vernon,WA,98273,39.6874741,-104.9405258
4171437,Dominos,16840 116th Ave SE,Renton,WA,98058,47.454,-122.1101712
4171430,Dominos,302 North 125th St,Seattle,WA,98133,47.719577,-122.347084
4171389,Dominos,10501 NE Creek St.,Yelm,WA,98597,46.9420431,-122.6059582
4171579,Dominos,206 W. Calumet St.,Appleton,WI,54915,44.2455449,-88.3530747
4171573,Dominos,17305 W Capitol Dr,Brookfield,WI,53045,43.0532825,-88.1584129
4171588,Dominos,3400 C Mendon Road,Cumberland,WI,54829,45.5321764,-92.019346
4171557,Dominos,509 Cottonwood Ave,Hartland,WI,53029,43.105008,-88.3420398
4167547,Dominos,797 Pulaski Highway,Bear,DE,19701,39.6292788,-75.6582628
4169450,Dominos,904 Riverside Blvd.,Norfolk,NE,68701,42.0415851,-97.411928
4166728,Dominos,1506 Montclair Road,Eastwood,AL,35210,33.5265792,-86.7139704
4166701,Dominos,12290 Highway 231 N,Meridianville,AL,35759,34.8514782,-86.5722154
4166825,Dominos,7908 E Chaparral Rd,Scottsdale,AZ,85250,33.5243639,-111.8985922
4166776,Dominos,2100 Albert Pike Rd,Hot Springs,AR,71913,34.5037004,-93.0551795
4166773,Dominos,1826 E. Johnson Ave,Jonesboro,AR,72401,35.8422967,-90.704279
4167361,Dominos,1215 Lincoln Avenue,Alameda,CA,94501,37.7729763,-122.2645823
4167359,Dominos,703 S Atlantic Blvd,Alhambra,CA,91803,34.0839444,-118.1349803
4167320,Dominos,433 N Glenoaks Blvd,Burbank,CA,91502,34.1772371,-118.3082034
4167293,Dominos,7451 Auburn Blvd #C,Citrus Heights,CA,95610,38.7017707,-121.2908421
4167292,Dominos,366 W Foothill Blvd,Claremont,CA,91711,34.1067805,-117.7193773
4167251,Dominos,410-A West Felicita,Escondido,CA,92025,33.090285,-117.0499859
4167246,Dominos,16863 Foothill Blvd,Fontana,CA,92335,34.083787,-117.4673845
4167228,Dominos,110 W Foothill Blvd,Glendora,CA,91741,34.1462176,-117.8654032
4167226,Dominos,16215 Devonshire St,Granada Hills,CA,91344,34.2793576,-118.5021527
4167225,Dominos,16215 Devonshire St,Granada Hills,CA,91344,34.2793576,-118.5021527
4167212,Dominos,5065 Hollywood Blvd,Hollywood,CA,90027,34.0928092,-118.3286614
4167205,Dominos,955 N. La Brea Ave.,Inglewood,CA,90302,33.9742906,-118.3520389
4167197,Dominos,14234 IMPERIAL Hwy.,LA MIRADA,CA,90638,33.9172357,-118.0120086
4167188,Dominos,12040 Foothill Blvd,Lakeview Terrace,CA,91342,34.2779004,-118.3986682
4167157,Dominos,5742 E Olympic Blvd,Los Angeles,CA,90022,34.0238187,-118.153228
4167135,Dominos,1621 El Camino Real,Millbrae,CA,94030,37.5985468,-122.3871942
4167129,Dominos,829 S Atlantic Blvd,Monterey Park,CA,91754,34.0520549,-118.1377898
4167093,Dominos,1098 E Clark Avenue,Orcutt,CA,93455,34.8535067,-120.4095782
4167053,Dominos,25715 Redlands Blvd,Redlands,CA,92373,34.0555693,-117.1825381
4167041,Dominos,4012 Chicago Avenue,Riverside,CA,92507,33.9734553,-117.3263893
4167367,Dominos,865 Silver Spur Rd.,Rolling Hills Estates,CA,90274,33.7877943,-118.3581284
4167010,Dominos,1096 Cardiff Street,San Diego,CA,92114,32.7128406,-117.0364748
4166998,Dominos,3116 Noriega Street,San Francisco,CA,94116,37.7402972,-122.4959173
4166989,Dominos,1659-G Branham Lane,San Jose,CA,95118,37.2589827,-121.8847222
4166994,Dominos,1659-G Branham Lane,San Jose,CA,95118,37.2589827,-121.8847222
4166958,Dominos,987 Edgewood Circle,South Lake Tahoe,CA,96151,38.93,-119.98
4166947,Dominos,13044 Glenoaks Blvd,Sylmar,CA,91342,34.3075061,-118.4491988
4166904,Dominos,33982 Mission Trail,Wildomar,CA,92530,33.6273278,-117.2896239
4166900,Dominos,4973 Yorba Ranch Rd,Yorba Linda,CA,92887,33.8826713,-117.7647645
4167473,Dominos,8757 Wadsworth Blvd,Arvada,CO,80003,39.8557785,-105.0789885
4167468,Dominos,15281 E Mississippi,Aurora,CO,80012,39.7020217,-104.8396248
4167450,Dominos,2850 S Academy Blvd,Colorado Springs,CO,80916,38.8021891,-104.7229279
4167442,Dominos,12302 E 104th Place,Commerce City,CO,80022,39.8083196,-104.9338675
4167427,Dominos,2101 S. Downing St.,Denver,CO,80210,39.6751269,-104.9680914
4167432,Dominos,906 S Sheridan Blvd,Denver,CO,80226,39.7101457,-105.0849687
4167389,Dominos,4701 Peoria St #116,Montbello,CO,80239,39.7830602,-104.847761
4167383,Dominos,101 South McCulloch,Pueblo,CO,81007,38.3588522,-104.7754307
4167382,Dominos,2250 Santa Fe Drive,Pueblo,CO,81006,38.2292616,-104.4956239
4167378,Dominos,191 Blue River Pkwy,Silverthorne,CO,80498,39.6296191,-106.0712941
4167499,Dominos,1400 Boston Post Rd,Milford,CT,6460,41.2220944,-73.0464309
4167849,Dominos,1133 Del Prado Blvd,Cape Coral,FL,33990,26.6272788,-81.9425701
4167847,Dominos,1609 Andalusia Blvd,Cape Coral,FL,33909,26.6962931,-81.9207423
4167794,Dominos,3000 NW 83rd Street,Gainesville,FL,32606,29.6788293,-82.4644445
4167796,Dominos,5750 SW 75th Ct #40,Gainesville,FL,32608,29.6009423,-82.4229328
4167778,Dominos,213 E Highland Blvd,Inverness,FL,34450,28.8354507,-82.3313955
4167777,Dominos,10031 San Jose Blvd,Jacksonville,FL,32257,30.3324959,-81.407174
4167770,Dominos,12200 San Jose Blvd,Jacksonville,FL,32223,30.1588305,-81.6582994
4167724,Dominos,310 new haven ave W,Melbourne,FL,32901,28.0600145,-80.621591
4167701,Dominos,1446 N State Road 7,N. Margate,FL,33063,26.2445263,-80.206436
4167888,Dominos,7578 SE MARICAMP RD,Ocala,Fl,34472,29.1080163,-81.9752995
4167669,Dominos,18406 E Colonial Dr,Orlando,FL,32820,28.5808363,-81.1306391
4167671,Dominos,2510 S Semoran Blvd,Orlando,FL,32822,28.4750405,-81.2849169
4167668,Dominos,5389 S. Kirkman Rd.,Orlando,FL,32819,28.4630493,-81.460856
4167662,Dominos,6101 Silver Star Rd,Orlando,FL,32808,28.5775287,-81.4388858
4167652,Dominos,4388 Northlake Blvd,Palm Beach Gardens,FL,33410,26.8598894,-80.0870155
4167650,Dominos,219 St Joe Plaza Dr,Palm Coast,FL,32164,29.5100354,-81.2188355
4167643,Dominos,1111 W. 15Th Street,Panama City,FL,32401,30.170763,-85.6837756
4167630,Dominos,1864 S Jefferson St,Perry,FL,32347,30.1174351,-83.5818147
4167615,Dominos,10642 S Federal Hwy,Port st. Lucie,FL,34952,27.3212683,-80.3134352
4167601,Dominos,4080 Cattlemen Road,Sarasota,FL,34233,27.2948388,-82.4516167
4167576,Dominos,14955 N Florida Ave,Tampa,FL,33613,28.0882156,-82.4705215
4167575,Dominos,2316 E Fletcher Ave,Tampa,FL,33612,28.0563834,-82.4427769
4167573,Dominos,3601 W Kennedy Blvd,Tampa,FL,33609,27.9407591,-82.5104655
4167565,Dominos,1850 Knox Mcrae Dr.,Titusville,FL,32780,28.6122187,-80.8075537
4167558,Dominos,1336 S Military Trl,West Palm Beach,FL,33406,26.6625194,-80.1028583
4167556,Dominos,2800 N Military Trl,West Palm Beach,FL,33409,26.768916,-80.113054
4168027,Dominos,3300 Buford Highway,Atlanta,GA,30329,33.828105,-84.3279093
4167993,Dominos,1686 Buford Highway,Cumming,GA,30041,34.1614367,-84.1149653
4167897,Dominos,3591 Chattanooga Rd,Tunnel Hill,GA,30755,34.8406339,-85.0427257
4168287,Dominos,3903 W Algonquin Rd,Algonquin,IL,60102,42.1655801,-88.2942493
4168276,Dominos,6613 W. Cermak Road,Berwyn,IL,60402,41.8396409,-87.7881434
4168273,Dominos,2411 W 119th Street,Blue Island,IL,60406,41.6572562,-87.6800486
4168268,Dominos,701 Greenbriar Road,Carterville,IL,62918,37.7600501,-89.0772991
4168264,Dominos,1803 W Kirby Avenue,Champaign,IL,61821,40.1017582,-88.2753144
4168239,Dominos,2306 W. 95th Street,Chicago,IL,21201,39.2963369,-76.6210539
4168251,Dominos,5008 N Pulaski Road,Chicago,IL,60630,41.9720786,-87.7517295
4168217,Dominos,211 Army Trail Road,Glendale Heights,IL,60137,41.9372758,-88.0828005
4168214,Dominos,3988 Maryville Road,Granite City,IL,62040,38.7014389,-90.1487199
4168155,Dominos,738 E Schaumburg Rd,Schaumburg,IL,60194,42.0295826,-88.0613552
4168367,Dominos,527 N Walnut Street,Bloomington,IN,47404,40.2233869,-94.5458929
4168359,Dominos,1780 OLD HWY 135 NW,Corydon,IN,47112,38.2120121,-86.1219155
4168355,Dominos,2101 S Weinbach Ave,Evansville,IN,47708,37.9715592,-87.5710898
4168340,Dominos,5917 E. 82nd Street,Indianapolis,IN,46250,39.904342,-86.0631561
4168325,Dominos,1710 E Tenth Street,Jeffersonville,IN,47130,38.2775702,-85.7371847
4168309,Dominos,320 Broadway Street,New Haven,IN,46774,41.0706042,-85.0144124
4168302,Dominos,111 Heritage Square,Sellersburg,IN,47172,38.3981216,-85.754964
4168391,Dominos,10240 W 75th Street,Merriam,KS,66204,39.0236165,-94.6935701
4168384,Dominos,22231 W 66th Street,Shawnee,KS,66226,39.0220616,-94.8624355
4168449,Dominos,700 E Second Street,Henderson,KY,42420,37.8392286,-87.5831808
4168436,Dominos,7924 Fegenbush Lane,Louisville,KY,40228,38.1352484,-85.6280697
4168433,Dominos,812 Eastern Parkway,Louisville,KY,40217,38.2131874,-85.7410262
4168564,Dominos,1194 Bob Petit Blvd,Baton Rouge,LA,70820,30.372807,-91.1833043
4168758,Dominos,2478 Centreville Rd,Centreville,MD,21617,39.0063543,-76.0749141
4168704,Dominos,350 Fortune Terrace,Rockville,MD,20850,39.0839973,-77.1527578
4168658,Dominos,628 A Washington St,Dedham,MA,2026,42.2436085,-71.1676536
4168869,Dominos,15143 E 10 Mile Rd.,Eastpointe,MI,48021,42.4647421,-82.966585
4168848,Dominos,3151 Breton Road SE,Kentwood,MI,49512,42.8719547,-85.5940625
4168960,Dominos,17823 Kenwood Trail,Lakeville,MN,55044,44.6496868,-93.24272
4168957,Dominos,1865 W Wayzata Blvd,Long Lake,MN,55356,44.9866298,-93.5716243
4168953,Dominos,1001 E. College Dr.,Marshall,MN,56258,44.448423,-95.7911916
4168951,Dominos,2720 Winnetka Ave N,Minneapolis,MN,55427,40.3642728,-74.9512785
4169117,Dominos,2003 S Garrison Ave,Carthage,MO,64836,37.176447,-94.3102228
4169109,Dominos,609 N. Franklin Rd.,Cuba,MO,65453,38.0628225,-91.4034833
4169098,Dominos,102 West 6th Street,Fulton,MO,65251,38.8467082,-91.9479586
4169082,Dominos,1109 S Baltimore St,Kirksville,MO,63501,40.1947539,-92.5832496
4169077,Dominos,7259 Manchester Rd.,Maplewood,MO,63143,38.6125521,-90.3245599
4169066,Dominos,3441 Pheasant Point,O'Fallon,MO,63366,38.8106075,-90.6998477
4169040,Dominos,538 S. National Ave,Springfield,MO,65802,37.209566,-93.274604
4169014,Dominos,1331 N E Service Rd,Warrenton,MO,63383,38.8211845,-91.1391977
4169686,Dominos,5355 S Decatur Blvd,Las Vegas,NV,89118,36.0809667,-115.2244853
4169654,Dominos,1209 Menaul Blvd Nw,Albuquerque,NM,87107,35.1338614,-106.6409198
4169887,Dominos,738 Morris Park Ave,Bronx,NY,10467,40.861314,-73.865532
4169833,Dominos,501 Westbury Avenue,Carle Place,NY,11514,40.7513615,-73.605612
4169827,Dominos,853 Long Island Ave,Deer Park,NY,11729,40.7617653,-73.3292857
4169880,Dominos,803 W Whittier Blvd,Montebello,NY,10901,41.1359287,-74.118477
4169749,Dominos,33 E Central Avenue,Pearl River,NY,10965,33.4632001,-86.911147
4169738,Dominos,2095 E Henrietta Rd,Rochester,NY,14623,43.0883566,-77.5945435
4169731,Dominos,5640-30 Sunrise Hwy,Sayville,NY,11782,40.7359317,-73.0820556
4169397,Dominos,1289 N Fordham Blvd,Chapel Hill,NC,27514,35.9722081,-79.0475559
4169366,Dominos,1201 Cole Mill Road,Durham,NC,27705,36.025609,-78.9853813
4169353,Dominos,1368 N. Main Street,Fuquay-Varina,NC,27256,35.5577867,-79.2803499
4169352,Dominos,5576 NC 42 Hwy West,Garner,NC,27529,35.7112642,-78.6141709
4169344,Dominos,5136 Randleman Road,Greensboro,NC,27406,36.0196499,-79.7624177
4169331,Dominos,2310 S. Main Street,High Point,NC,27263,35.9154211,-79.9304633
4169277,Dominos,7315 Six Forks Road,Raleigh,NC,27615,35.8799204,-78.6459774
4169241,Dominos,1550 E Broad Street,Statesville,NC,28677,35.7826363,-80.8872959
4169223,Dominos,1732 JK Powell Blvd,Whiteville,NC,28472,34.3042525,-78.7183398
4170056,Dominos,12082 Montgomery Rd,Cincinnati,OH,45249,39.2931308,-84.3280701
